,id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,policy_start,policy_end,car_age
546,521,Ford,2000,more than 250,95.0,,1259.67,P83114,Single,12/23/2020,5/2/2021,22
547,522,Land Rover,2010,0-100,89.0,7540-051,1436.44,P41440,Single,8/4/2019,5/28/2021,12
548,523,Mitsubishi,2011,100-250,88.0,,706.04,P63278,Married,2/3/2020,7/15/2021,11
549,524,Volkswagen,2000,more than 250,70.0,,2069.66,P84670,Married,1/17/2020,6/16/2021,22
550,525,Mazda,2002,0-100,80.0,,1991.09,P60360,Married,4/23/2019,1/23/2022,20
551,526,GMC,2004,100-250,85.0,76420-000,336.76,P69563,Single,9/12/2019,1/8/2022,18
552,527,Maserati,2008,more than 250,100.0,,1722.29,P21046,Married,5/6/2020,1/11/2022,14
553,528,Dodge,1995,0-100,50.0,45680-000,427.9,P39731,Married,1/12/2020,10/20/2021,27
554,529,Ford,2008,0-100,44.0,7000,753.57,P84601,Married,1/4/2020,7/2/2021,14
555,530,Lincoln,1990,,,,955.87,P09530,Married,10/30/2020,1/24/2021,32
556,531,Dodge,1998,100-250,18.0,,1096.48,P67027,Married,11/14/2019,6/9/2021,24
557,532,BMW,2006,more than 250,31.0,,1749.18,P45013,Single,9/4/2020,3/16/2021,16
558,533,Pontiac,1986,more than 250,71.0,37005,335.01,P03613,Married,11/14/2020,7/27/2021,36
559,534,Chevrolet,2003,,,,1343.64,P90460,Single,9/2/2020,11/26/2021,19
560,534,Chevrolet,2003,,,,1343.64,P90460,Single,11/3/2019,3/31/2021,19
561,1126,Audi,1998,0-100,51.0,97279 CEDEX,667.64,P90460,Single,9/2/2020,11/26/2021,24
562,1126,Audi,1998,0-100,51.0,97279 CEDEX,667.64,P90460,Single,11/3/2019,3/31/2021,24
563,535,Aston Martin,2012,more than 250,79.0,99-140,1770.2,P06665,Single,5/31/2020,6/4/2021,10
564,536,Volkswagen,1965,more than 250,93.0,,1885.71,P15944,Single,10/13/2019,11/9/2021,57
565,537,Mitsubishi,2005,more than 250,95.0,,1252.49,P16710,Single,4/14/2019,6/27/2021,17
566,538,GMC,1992,0-100,54.0,93816,565.56,P58068,Married,1/8/2019,8/23/2021,30
567,539,Toyota,1999,100-250,87.0,498-0062,1325.07,P54289,Married,7/27/2020,12/19/2021,23
568,540,BMW,2010,100-250,81.0,,2302.75,P33209,Married,7/4/2019,3/17/2021,12
569,541,Mitsubishi,1995,,,,1813.86,P24868,Single,12/28/2019,7/2/2021,27
570,542,Ford,1996,100-250,32.0,,640.24,P91789,Married,9/9/2020,11/27/2021,26
571,543,Dodge,1999,more than 250,76.0,,573.8,P28649,Married,12/8/2019,1/23/2022,23
572,544,Oldsmobile,1998,more than 250,84.0,186304,1282.29,P60647,Married,5/26/2020,5/3/2021,24
573,545,Porsche,2012,100-250,62.0,51571 CEDEX 2,833.49,P97401,Single,5/28/2019,1/6/2022,10
574,546,Dodge,1994,more than 250,40.0,330 26,1933.56,P48332,Single,8/9/2020,1/27/2021,28
575,547,Toyota,1997,more than 250,88.0,,1315.32,P74102,Married,9/11/2019,3/17/2021,25
576,548,Mitsubishi,1992,100-250,85.0,,591.07,P88078,Single,4/20/2019,2/24/2022,30
577,549,Buick,1995,more than 250,24.0,737 47,0.0,P98770,Single,12/15/2020,7/13/2021,27
578,550,Chevrolet,2000,more than 250,74.0,,2045.72,P86217,Single,1/4/2020,5/31/2021,22
579,551,Ford,2008,more than 250,47.0,,891.28,P42760,Single,5/20/2019,2/13/2021,14
580,552,Acura,2010,100-250,32.0,5614,1201.01,P22524,Married,2/22/2020,10/6/2021,12
581,553,Lincoln,1985,100-250,47.0,,793.48,P86319,Married,10/24/2019,3/3/2021,37
582,554,Nissan,1992,100-250,18.0,NR34,1241.36,P69753,Single,8/18/2019,11/6/2021,30
583,555,Saab,2001,0-100,64.0,,744.42,P74697,Single,4/29/2019,3/22/2021,21
584,556,Hummer,2003,more than 250,94.0,,2025.65,P64931,Married,7/18/2020,4/17/2021,19
585,557,Porsche,1993,,,,2051.58,P32576,Married,3/30/2020,1/14/2021,29
586,558,Mercedes-Benz,2011,more than 250,72.0,9023,570.84,P52807,Single,3/1/2020,12/27/2021,11
587,559,Buick,1990,more than 250,54.0,792 92,1254.35,P13620,Single,6/28/2019,11/29/2021,32
588,560,Hyundai,1994,100-250,48.0,5419,370.99,P95516,Married,2/7/2020,7/19/2021,28
589,561,GMC,2000,more than 250,79.0,,2326.82,P98030,Married,1/27/2020,8/3/2021,22
590,562,Cadillac,2006,more than 250,98.0,,1955.55,P41215,Single,5/14/2019,5/21/2021,16
591,563,Lincoln,1984,more than 250,32.0,,2250.02,P43511,Single,7/1/2020,3/20/2021,38
592,564,BMW,2002,0-100,28.0,,1177.95,P53218,Married,1/11/2020,12/23/2021,20
593,565,Chevrolet,1994,more than 250,44.0,4608,1163.19,P54252,Single,12/15/2019,10/8/2021,28
594,566,Acura,2008,0-100,95.0,,64.03,P95734,Single,11/23/2019,4/10/2021,14
595,567,Lexus,2005,100-250,71.0,,23.46,P50243,Married,12/23/2020,10/30/2021,17
596,568,Toyota,2011,more than 250,70.0,7209,1017.08,P94669,Single,8/16/2020,9/5/2021,11
597,569,Lincoln,2012,100-250,55.0,453209,2311.94,P64149,Married,5/12/2020,3/29/2021,10
598,570,Pontiac,1994,more than 250,34.0,10411,1673.09,P59465,Single,11/11/2019,1/24/2022,28
599,570,Pontiac,1994,more than 250,34.0,10411,1673.09,P59465,Single,1/10/2019,5/2/2021,28
600,1552,Pontiac,1965,more than 250,79.0,7300,954.06,P59465,Married,11/11/2019,1/24/2022,57
601,1552,Pontiac,1965,more than 250,79.0,7300,954.06,P59465,Married,1/10/2019,5/2/2021,57
602,571,Ford,2011,more than 250,34.0,,1052.79,P28810,Married,11/2/2019,3/27/2021,11
603,572,GMC,1997,100-250,81.0,,482.44,P58272,Married,2/6/2019,4/20/2021,25
604,573,Volkswagen,2009,100-250,52.0,79260-000,2018.08,P38578,Single,11/4/2019,2/22/2022,13
605,574,Honda,1996,more than 250,77.0,,2349.54,P96766,Single,8/17/2020,10/26/2021,26
606,575,Buick,1995,100-250,41.0,05-555,1181.84,P52728,Married,10/20/2020,1/4/2021,27
607,576,GMC,2004,0-100,69.0,745 44,418.04,P05659,Single,5/10/2019,4/16/2021,18
608,577,Aston Martin,2011,100-250,50.0,,587.83,P14754,Single,12/2/2020,2/18/2021,11
609,578,Pontiac,2000,0-100,85.0,,609.58,P92040,Married,1/9/2020,12/21/2021,22
610,579,Porsche,1989,more than 250,38.0,,1675.77,P55610,Married,9/17/2019,2/11/2021,33
611,580,Chevrolet,1996,100-250,97.0,6714,866.79,P07238,Single,4/7/2020,10/25/2021,26
612,581,Mercedes-Benz,2007,more than 250,40.0,,858.17,P19309,Married,2/12/2019,11/3/2021,15
613,582,Lexus,2010,more than 250,75.0,71009 CEDEX,1647.09,P85473,Married,5/1/2020,1/3/2021,12
614,584,Hyundai,2001,more than 250,71.0,78000-000,654.98,P75133,Single,3/1/2020,6/29/2021,21
615,585,Cadillac,2005,0-100,29.0,98148,2439.84,P55585,Married,4/6/2020,1/22/2021,17
616,586,Porsche,1991,0-100,31.0,641330,2394.68,P44999,Married,12/23/2020,1/18/2022,31
617,587,Chevrolet,1997,100-250,38.0,,872.15,P90351,Married,8/25/2019,12/27/2021,25
618,588,Chevrolet,1973,100-250,88.0,38-512,143.84,P86344,Married,6/27/2019,7/26/2021,49
619,589,BMW,2008,more than 250,83.0,,2225.26,P60786,Single,11/30/2019,2/8/2022,14
620,590,Toyota,2011,more than 250,22.0,,216.48,P38282,Single,5/25/2020,7/2/2021,11
621,591,Lincoln,2008,100-250,39.0,,1188.42,P79493,Married,4/9/2020,6/28/2021,14
622,592,Kia,1999,100-250,40.0,,905.16,P80420,Single,8/8/2020,8/28/2021,23
623,593,Chevrolet,2007,100-250,75.0,,2096.0,P79178,Single,11/9/2019,8/3/2021,15
624,594,Dodge,2009,more than 250,79.0,5172,0.0,P06986,Single,6/5/2020,1/23/2022,13
625,595,Ford,2013,100-250,67.0,,508.09,P21715,Single,9/12/2020,6/29/2021,9
626,596,Toyota,1995,100-250,33.0,167032,213.26,P01012,Married,5/14/2020,1/16/2022,27
627,597,Ford,2002,more than 250,27.0,94913,2328.43,P11404,Single,1/7/2019,4/10/2021,20
628,598,Ford,1992,0-100,33.0,21-107,1638.48,P46726,Married,4/25/2020,6/18/2021,30
629,599,Mitsubishi,2004,more than 250,31.0,,2311.05,P94555,Single,4/15/2020,3/3/2021,18
630,600,Ford,2003,0-100,92.0,5702,649.41,P45015,Married,7/5/2019,4/3/2021,19
631,601,Nissan,2006,100-250,62.0,,158.71,P25391,Married,8/7/2019,2/8/2022,16
632,602,Dodge,2001,more than 250,72.0,12104 CEDEX,2249.55,P14170,Single,5/27/2019,12/14/2021,21
633,603,Dodge,1999,more than 250,69.0,,808.53,P82254,Married,8/19/2020,5/11/2021,23
634,604,Cadillac,2001,100-250,96.0,,209.05,P76375,Single,4/6/2020,10/12/2021,21
635,605,Cadillac,1992,0-100,24.0,,2162.89,P96126,Married,5/3/2019,5/30/2021,30
636,606,Acura,2003,more than 250,91.0,,1786.44,P16804,Single,8/6/2020,6/4/2021,19
637,607,Toyota,2009,more than 250,29.0,,1564.2,P83546,Married,12/8/2020,8/28/2021,13
638,608,Jaguar,2000,more than 250,96.0,,2297.0,P12150,Married,5/14/2019,3/3/2021,22
639,609,Cadillac,1997,more than 250,43.0,,1307.03,P99268,Married,3/16/2020,5/24/2021,25
640,610,Volvo,2010,more than 250,24.0,462159,2265.39,P93561,Single,12/12/2020,10/10/2021,12
641,611,Toyota,2011,100-250,89.0,,80.83,P91500,Married,10/21/2019,12/18/2021,11
642,612,Ford,1995,100-250,48.0,,298.37,P95547,Single,4/16/2020,2/9/2021,27
643,613,Bentley,2009,more than 250,52.0,98168,1425.45,P06113,Married,7/12/2020,9/12/2021,13
644,614,Kia,2008,100-250,56.0,,0.0,P01445,Single,12/11/2019,11/15/2021,14
645,615,Chevrolet,2008,more than 250,80.0,,2213.21,P73391,Married,8/18/2019,1/24/2022,14
646,616,Ford,2005,more than 250,36.0,,821.64,P65284,Married,8/31/2019,9/10/2021,17
647,617,Acura,2007,0-100,33.0,,1487.54,P54810,Single,3/17/2019,11/5/2021,15
648,618,Toyota,1997,more than 250,44.0,94946 CEDEX 9,102.09,P02088,Married,2/28/2020,12/25/2021,25
649,619,Volkswagen,1997,,,,1183.61,P16855,Single,10/14/2020,12/8/2021,25
650,620,Dodge,1995,more than 250,63.0,606525,1345.13,P08471,Single,10/25/2019,6/28/2021,27
651,621,Lamborghini,1990,more than 250,91.0,2420-144,555.17,P01637,Married,7/11/2019,12/26/2021,32
652,622,Isuzu,1994,100-250,53.0,,1989.71,P91333,Married,11/10/2020,4/27/2021,28
653,623,GMC,1994,more than 250,42.0,7416,111.69,P10348,Single,9/6/2019,6/23/2021,28
654,624,Volkswagen,2008,100-250,49.0,,904.66,P16341,Single,5/9/2020,4/21/2021,14
655,625,Hyundai,2009,more than 250,73.0,,765.47,P06301,Married,1/9/2019,6/19/2021,13
656,626,Chevrolet,2004,more than 250,92.0,,0.0,P30078,Single,3/30/2019,10/21/2021,18
657,627,Plymouth,1994,100-250,89.0,26301,1826.48,P32403,Single,12/26/2019,10/16/2021,28
658,628,Cadillac,2001,more than 250,19.0,,0.0,P31092,Single,11/21/2020,4/24/2021,21
659,629,Chevrolet,2001,0-100,43.0,,2434.72,P31310,Single,11/2/2020,6/21/2021,21
660,630,Audi,2010,0-100,80.0,,512.57,P72313,Single,2/28/2020,10/19/2021,12
661,631,Hyundai,2004,100-250,19.0,818-0138,1694.13,P27916,Single,1/1/2019,12/11/2021,18
662,632,Infiniti,2007,0-100,88.0,,1166.38,P05075,Married,9/30/2020,2/3/2021,15
663,633,Jeep,2007,more than 250,97.0,34194 CEDEX 5,2108.07,P34020,Married,2/23/2020,1/28/2022,15
664,634,GMC,2007,more than 250,37.0,64-500,168.78,P17524,Married,7/21/2019,12/29/2021,15
665,635,Chevrolet,2008,more than 250,38.0,918,1696.86,P34006,Married,9/16/2020,10/7/2021,14
666,636,Suzuki,1997,0-100,33.0,666921,655.28,P65278,Single,6/11/2020,5/1/2021,25
667,637,Mazda,2012,100-250,43.0,,854.22,P39115,Married,5/25/2020,1/3/2021,10
668,638,Mazda,1994,more than 250,69.0,46862,0.0,P74728,Single,9/11/2020,2/25/2022,28
669,639,Chrysler,2005,more than 250,54.0,T9G,467.83,P39123,Single,3/21/2020,2/20/2022,17
670,640,BMW,2007,more than 250,62.0,,1859.94,P27012,Married,7/6/2020,7/10/2021,15
671,641,Jaguar,1998,more than 250,85.0,1267,716.58,P16785,Single,7/3/2020,6/3/2021,24
672,642,Jeep,2006,100-250,94.0,,0.0,P27958,Single,7/4/2020,5/30/2021,16
673,643,GMC,1994,more than 250,84.0,,2170.99,P92202,Single,11/8/2020,3/28/2021,28
674,644,GMC,1999,more than 250,86.0,42304 CEDEX,2149.3,P23064,Married,12/3/2019,7/1/2021,23
675,645,Buick,1985,100-250,79.0,,1567.1,P52985,Single,3/5/2020,12/25/2021,37
676,646,Infiniti,1992,more than 250,90.0,33158,1382.67,P15912,Married,11/14/2019,2/27/2022,30
677,647,Lincoln,1985,more than 250,63.0,2808,1084.97,P87268,Married,8/12/2020,8/5/2021,37
678,648,Ford,2003,100-250,35.0,1410,265.84,P33720,Married,7/3/2019,10/27/2021,19
679,649,Chevrolet,1994,0-100,37.0,,255.7,P37195,Single,12/2/2019,1/12/2022,28
680,650,GMC,2008,more than 250,16.0,9104,1479.4,P82143,Married,6/26/2020,6/26/2021,14
681,651,BMW,2005,more than 250,60.0,46964,2286.35,P98385,Married,7/18/2019,4/13/2021,17
682,652,Mitsubishi,2012,more than 250,71.0,89294-000,1206.81,P45935,Married,8/14/2019,1/21/2021,10
683,653,Cadillac,2012,more than 250,69.0,17020,268.99,P36631,Married,7/16/2020,1/31/2022,10
684,654,Dodge,2001,more than 250,18.0,,2218.49,P97886,Single,8/23/2019,2/7/2021,21
685,655,Isuzu,2007,more than 250,93.0,65160,277.56,P57679,Married,11/27/2020,4/15/2021,15
686,656,Lexus,1997,more than 250,33.0,,232.33,P23269,Single,9/23/2019,10/16/2021,25
687,657,Saab,1987,more than 250,24.0,,634.99,P08501,Married,3/18/2020,2/7/2021,35
688,658,Jaguar,2003,more than 250,64.0,AD600,1054.68,P90065,Single,7/1/2019,3/6/2021,19
689,659,Chevrolet,2002,100-250,23.0,,196.57,P46904,Single,4/7/2020,10/22/2021,20
690,660,Kia,2011,0-100,45.0,4720-609,590.52,P01389,Single,4/1/2020,1/20/2021,11
691,661,Lexus,2013,100-250,92.0,78067 CEDEX,2385.84,P11722,Single,8/7/2019,2/3/2022,9
692,662,Chevrolet,1994,0-100,48.0,,1942.99,P65638,Single,10/22/2019,3/14/2021,28
693,663,GMC,1993,more than 250,33.0,416010,1586.54,P34065,Single,7/21/2020,4/30/2021,29
694,664,BMW,2006,100-250,46.0,1950,1994.6,P16684,Married,1/2/2019,3/3/2021,16
695,665,Dodge,2010,100-250,49.0,,718.6,P39177,Married,5/23/2020,4/30/2021,12
696,666,Fairthorpe,1960,more than 250,86.0,92883,785.37,P02204,Married,8/18/2020,6/11/2021,62
697,667,Volkswagen,1986,100-250,100.0,646860,1836.79,P15856,Married,11/13/2019,5/10/2021,36
698,668,Infiniti,1995,0-100,69.0,11403,1554.53,P35982,Single,1/17/2020,5/3/2021,27
699,669,Toyota,2010,more than 250,77.0,,17.57,P87732,Married,7/20/2020,1/3/2021,12
700,671,Toyota,2008,more than 250,95.0,,1167.06,P79364,Single,2/16/2019,3/6/2021,14
701,672,Mitsubishi,1997,100-250,44.0,861088,1479.0,P42514,Married,2/25/2020,4/9/2021,25
702,673,Jeep,2005,more than 250,93.0,675 26,1466.64,P63807,Single,11/17/2020,12/31/2021,17
703,674,Ford,1999,more than 250,18.0,,2116.68,P85130,Single,3/1/2019,6/9/2021,23
704,675,Ford,2013,more than 250,36.0,9303,1624.21,P07587,Married,1/4/2020,2/28/2021,9
705,676,Mitsubishi,2005,more than 250,81.0,,0.0,P48257,Single,10/10/2020,1/9/2021,17
706,677,Cadillac,2006,more than 250,36.0,347850,955.31,P87725,Married,3/15/2019,8/30/2021,16
707,678,Bentley,2011,more than 250,20.0,,824.18,P25720,Married,11/20/2019,8/29/2021,11
708,679,Mitsubishi,2000,more than 250,74.0,,392.15,P64126,Single,8/24/2019,1/14/2022,22
709,680,Chevrolet,1969,100-250,69.0,32350,1802.97,P88134,Married,3/29/2020,11/21/2021,53
710,681,Mercedes-Benz,2002,more than 250,64.0,,1834.14,P21526,Single,6/28/2019,8/19/2021,20
711,682,Mazda,2006,more than 250,65.0,140093,449.57,P97277,Married,12/7/2019,9/3/2021,16
712,683,Mazda,2006,0-100,98.0,69670-000,1851.3,P27426,Married,4/20/2019,11/9/2021,16
713,684,BMW,2011,100-250,39.0,,1202.1,P83897,Married,8/16/2019,1/15/2022,11
714,685,Chrysler,2005,more than 250,54.0,169 35,2030.78,P10006,Single,1/14/2019,9/24/2021,17
715,686,Mitsubishi,2008,0-100,87.0,2714,1587.87,P08013,Married,9/23/2019,2/18/2021,14
716,687,Volkswagen,1999,100-250,42.0,,2494.66,P06742,Married,3/14/2019,11/20/2021,23
717,688,Pontiac,1989,100-250,62.0,,2207.54,P31622,Single,11/23/2020,8/19/2021,33
718,689,Nissan,2000,more than 250,31.0,,25.1,P77134,Married,4/23/2019,2/19/2021,22
719,690,Ford,1987,more than 250,40.0,,2266.19,P73041,Single,8/11/2019,3/21/2021,35
720,691,Saturn,2000,more than 250,90.0,41918,977.17,P17918,Married,2/6/2019,12/6/2021,22
721,692,Nissan,2009,100-250,54.0,30502,2223.23,P84571,Single,9/17/2019,8/11/2021,13
722,693,Lotus,2011,100-250,26.0,,1572.0,P86464,Single,3/1/2020,12/21/2021,11
723,694,Morgan,2007,100-250,41.0,,2097.78,P14944,Single,9/19/2019,4/13/2021,15
724,695,Toyota,1998,100-250,37.0,,2389.84,P01520,Single,5/10/2019,1/21/2022,24
725,696,BMW,2008,100-250,49.0,3011,1303.95,P79842,Single,10/31/2020,1/17/2022,14
726,697,Volkswagen,1984,more than 250,96.0,,151.0,P55559,Single,3/16/2020,9/1/2021,38
727,698,Chevrolet,2004,more than 250,81.0,420-0949,682.2,P39941,Single,12/26/2019,7/7/2021,18
728,699,Toyota,2002,more than 250,83.0,,1819.9,P71858,Married,11/13/2019,10/24/2021,20
729,700,Kia,2000,100-250,58.0,,1847.69,P12465,Married,7/31/2020,2/25/2021,22
730,701,BMW,2010,100-250,92.0,,1734.33,P19419,Married,8/8/2020,8/20/2021,12
731,702,GMC,2004,more than 250,100.0,,2481.85,P01435,Married,3/9/2019,11/19/2021,18
732,703,Chevrolet,2001,more than 250,92.0,,1619.88,P49903,Married,2/3/2020,11/18/2021,21
733,704,Honda,2011,100-250,39.0,6040-104,454.99,P20514,Married,8/14/2020,2/12/2021,11
734,705,Volkswagen,1990,more than 250,49.0,393917,43.4,P71768,Single,4/9/2019,12/15/2021,32
735,706,Chevrolet,2006,more than 250,80.0,461 58,1937.47,P90218,Single,4/29/2020,2/7/2021,16
736,707,Ford,2001,0-100,67.0,,955.98,P72041,Married,6/15/2019,7/2/2021,21
737,708,Mercury,2003,100-250,58.0,9221,476.52,P39990,Married,10/30/2019,9/8/2021,19
738,709,Jaguar,2013,100-250,90.0,87270-000,1963.42,P12191,Single,3/16/2020,11/28/2021,9
739,710,Chevrolet,2011,more than 250,24.0,,793.33,P92224,Single,2/21/2020,9/11/2021,11
740,711,Lincoln,2012,100-250,85.0,,1229.69,P78888,Married,9/16/2019,1/27/2021,10
741,712,Acura,2005,100-250,80.0,1841,1633.65,P02254,Single,2/21/2019,8/24/2021,17
742,713,Mercury,2008,100-250,75.0,,573.15,P39855,Married,6/12/2020,1/20/2021,14
743,714,GMC,1994,100-250,69.0,188355,1333.75,P20503,Married,1/12/2020,7/7/2021,28
744,715,Hyundai,2002,more than 250,94.0,,402.21,P94299,Single,9/20/2020,11/18/2021,20
745,716,Chrysler,2004,more than 250,72.0,88817,1165.81,P26071,Single,5/25/2020,11/26/2021,18
746,717,Aston Martin,2010,more than 250,64.0,3410,1045.57,P27947,Single,10/4/2019,4/29/2021,12
747,718,Saab,1992,more than 250,29.0,655735,2282.09,P64343,Married,8/11/2020,2/4/2021,30
748,719,Dodge,1993,more than 250,47.0,919-0201,0.0,P49814,Single,2/24/2020,12/9/2021,29
749,720,GMC,1995,100-250,74.0,,1005.28,P61590,Single,3/29/2020,2/4/2021,27
750,721,Audi,1986,0-100,77.0,78105 CEDEX,1518.9,P45987,Married,2/21/2020,12/3/2021,36
751,722,Chevrolet,1996,100-250,75.0,340 04,312.73,P83446,Married,9/9/2020,1/17/2022,26
752,723,Land Rover,1994,more than 250,96.0,75390 CEDEX 08,1229.26,P46900,Married,5/31/2020,11/25/2021,28
753,724,Ford,1992,100-250,62.0,,1642.23,P05516,Single,10/21/2019,2/26/2021,30
754,725,Acura,2011,0-100,56.0,19191,1901.05,P43209,Single,5/11/2019,8/1/2021,11
755,726,Acura,2010,more than 250,98.0,9600,51.03,P23910,Single,12/17/2020,3/3/2021,12
756,727,Toyota,2011,more than 250,64.0,,2143.96,P50745,Married,7/12/2019,1/18/2022,11
757,728,Audi,1990,100-250,21.0,,1048.97,P33214,Married,6/16/2020,1/27/2022,32
758,729,Pontiac,1986,more than 250,89.0,,22.63,P89628,Single,5/14/2019,4/6/2021,36
759,730,Dodge,1970,more than 250,58.0,35401,2431.39,P53648,Married,4/5/2020,1/15/2021,52
760,731,Mazda,1992,more than 250,36.0,,14.57,P90183,Single,2/23/2019,9/15/2021,30
761,732,Chevrolet,2003,more than 250,35.0,,1754.94,P57758,Single,1/14/2019,8/15/2021,19
762,733,Mercedes-Benz,1985,0-100,30.0,61150,1999.97,P85833,Married,1/23/2020,1/10/2022,37
763,734,Mitsubishi,1988,100-250,85.0,,2075.39,P54269,Married,6/11/2020,1/7/2022,34
764,735,Mazda,1992,more than 250,62.0,,1931.59,P01079,Single,8/22/2020,1/7/2021,30
765,736,Volkswagen,2010,100-250,93.0,238703,2473.58,P44241,Married,4/8/2019,5/12/2021,12
766,737,GMC,2006,more than 250,34.0,,1224.02,P18651,Single,6/14/2020,7/3/2021,16
767,738,Oldsmobile,1997,more than 250,60.0,,461.72,P44504,Single,8/16/2020,1/1/2022,25
768,739,Ford,2010,100-250,96.0,,889.57,P01145,Married,4/25/2020,12/31/2020,12
769,740,Mazda,2001,more than 250,54.0,,2397.1,P07578,Single,4/3/2019,10/19/2021,21
770,741,Nissan,1999,more than 250,38.0,2104,436.88,P33612,Single,5/4/2020,12/20/2021,23
771,742,Dodge,2000,100-250,90.0,42-674,1398.61,P31095,Married,2/8/2020,6/2/2021,22
772,743,Lotus,1987,more than 250,73.0,4137,1321.73,P46794,Single,6/21/2020,1/21/2021,35
773,744,Toyota,1998,more than 250,43.0,25071 CEDEX 9,2484.89,P97568,Married,11/2/2019,6/12/2021,24
774,745,Infiniti,2011,more than 250,34.0,,2338.27,P90353,Single,11/27/2020,1/18/2022,11
775,746,Dodge,1994,100-250,38.0,,1778.88,P61558,Married,2/2/2019,10/25/2021,28
776,747,Chevrolet,2004,more than 250,37.0,118 55,1339.91,P01101,Married,5/9/2019,12/12/2021,18
777,748,Audi,2011,more than 250,84.0,704-8124,717.84,P52697,Single,1/10/2019,1/16/2022,11
778,749,Mercedes-Benz,2001,more than 250,52.0,,1075.02,P65767,Single,10/20/2020,1/11/2021,21
779,750,Aston Martin,2010,more than 250,61.0,353254,0.0,P17895,Single,11/28/2019,8/11/2021,12
780,751,Acura,1994,100-250,48.0,32222,2158.48,P41107,Married,8/25/2020,8/19/2021,28
781,752,Volkswagen,2008,0-100,19.0,4611,252.26,P00788,Single,11/2/2019,2/10/2021,14
782,753,Geo,1992,100-250,27.0,,1972.1,P33210,Single,2/20/2019,11/26/2021,30
783,754,Dodge,1994,more than 250,56.0,,66.46,P82284,Married,11/21/2019,5/10/2021,28
784,755,Pontiac,1993,0-100,86.0,6700,1459.08,P25867,Single,3/10/2019,10/13/2021,29
785,756,GMC,2005,more than 250,51.0,,341.51,P33424,Married,11/12/2019,1/1/2022,17
786,757,Nissan,2004,more than 250,41.0,,1790.99,P48824,Single,4/2/2020,11/9/2021,18
787,758,Buick,1990,100-250,58.0,2440-176,1597.53,P44563,Married,7/18/2020,12/6/2021,32
788,759,Mitsubishi,2002,0-100,78.0,4402,2488.82,P72473,Single,3/3/2019,2/1/2021,20
789,760,Honda,1993,more than 250,44.0,,496.38,P27397,Married,12/28/2020,5/4/2021,29
790,761,Audi,2012,more than 250,37.0,46547,1468.53,P44742,Married,7/1/2020,1/29/2022,10
791,762,GMC,2004,100-250,30.0,,2425.94,P98851,Single,5/15/2019,4/26/2021,18
792,763,Oldsmobile,1997,100-250,31.0,,331.28,P65578,Married,11/16/2019,9/22/2021,25
793,764,Maserati,2005,more than 250,23.0,252257,1494.91,P38456,Married,9/30/2019,8/1/2021,17
794,765,Ford,1991,100-250,63.0,613641,1473.91,P01169,Single,8/27/2020,1/24/2022,31
795,766,Mazda,1984,0-100,32.0,,809.63,P46525,Single,8/26/2019,6/3/2021,38
796,767,Chevrolet,1998,more than 250,22.0,4540-379,1730.86,P78194,Single,3/5/2020,2/13/2022,24
797,768,Lotus,1995,100-250,74.0,34000,0.0,P37539,Single,11/11/2020,12/14/2021,27
798,769,Infiniti,2005,100-250,92.0,,1910.84,P68312,Single,2/16/2020,6/18/2021,17
799,770,Volkswagen,2007,more than 250,18.0,,1227.1,P54668,Single,9/15/2020,3/23/2021,15
800,771,Land Rover,2001,0-100,77.0,,986.72,P43468,Single,9/3/2020,1/26/2022,21
801,772,Plymouth,1996,100-250,77.0,,1562.59,P09880,Single,4/24/2019,1/24/2021,26
802,773,Hyundai,1994,more than 250,56.0,5430-236,2083.47,P17033,Married,11/30/2019,11/13/2021,28
803,774,Mercury,1997,more than 250,54.0,2860-278,2221.96,P14071,Single,9/6/2020,8/29/2021,25
804,775,Cadillac,2012,more than 250,55.0,07309 CEDEX,411.58,P65492,Single,2/10/2020,10/17/2021,10
805,776,Ford,2000,more than 250,59.0,V1A,1589.59,P26576,Married,5/4/2019,1/5/2022,22
806,777,Hummer,1997,more than 250,71.0,,359.49,P64129,Single,11/15/2020,8/5/2021,25
807,778,Dodge,2000,0-100,38.0,,0.0,P58855,Single,8/28/2020,1/11/2021,22
808,779,Chevrolet,2012,100-250,56.0,,1082.11,P55090,Married,5/1/2020,6/29/2021,10
809,780,Bentley,2006,100-250,37.0,,1964.1,P19581,Married,8/8/2020,4/6/2021,16
810,781,Pontiac,1985,more than 250,47.0,6671,372.3,P24725,Single,1/5/2019,1/10/2022,37
811,782,GMC,2005,100-250,91.0,9227,0.0,P65781,Single,5/17/2019,1/6/2022,17
812,783,Mercedes-Benz,2002,more than 250,58.0,,2238.84,P49443,Single,6/12/2020,8/21/2021,20
813,784,Mazda,2006,100-250,61.0,182170,917.58,P01644,Single,8/8/2019,4/10/2021,16
814,785,Volvo,1992,100-250,26.0,6414,2026.89,P32395,Married,5/26/2019,9/29/2021,30
815,786,Mazda,2006,100-250,19.0,,1310.79,P63506,Married,3/24/2020,3/25/2021,16
816,787,Chevrolet,2010,100-250,22.0,,329.53,P32599,Married,9/16/2020,1/29/2021,12
817,788,Toyota,2008,more than 250,92.0,361 31,2201.1,P63034,Married,3/12/2019,1/30/2021,14
818,789,BMW,1989,more than 250,72.0,,1865.23,P50200,Single,1/7/2019,8/15/2021,33
